,Protein_Group,Protein_Ids,Protein_Names,Genes,First_Protein_Description,1139,3058,Peptides
1175,Q9DC07,Q9DC07,LNEBL_MOUSE,Nebl,LIM zinc-binding domain-containing Nebulette,138538.0,396783.0,
1176,Q4KUS2,Q4KUS2,UN13A_MOUSE,Unc13a,Protein unc-13 homolog A,17977.5,51472.4,
1177,O70172,O70172,PI42A_MOUSE,Pip4k2a,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha,49564.5,141903.0,
1178,Q8K2D3,Q8K2D3,EDC3_MOUSE,Edc3,Enhancer of mRNA-decapping protein 3,33484.0,95777.5,
1179,Q08331,Q08331,CALB2_MOUSE,Calb2,Calretinin,157641.0,450311.0,
1180,Q61234,Q61234,SNTA1_MOUSE,Snta1,Alpha-1-syntrophin,41493.6,118092.0,
1181,P62196,P62196,PRS8_MOUSE,Psmc5,26S proteasome regulatory subunit 8,66780.8,189800.0,
1182,Q91VM3,Q91VM3,WIPI4_MOUSE,Wdr45,WD repeat domain phosphoinositide-interacting protein 4,16628.5,47251.7,
1183,Q3TCH7,Q3TCH7,CUL4A_MOUSE,Cul4a,Cullin-4A,8911.4,25307.0,
1184,P59764,P59764,DOCK4_MOUSE,Dock4,Dedicator of cytokinesis protein 4,14241.7,40410.8,
1185,E9Q6P5,E9Q6P5,TTC7B_MOUSE,Ttc7b,Tetratricopeptide repeat protein 7B,9527.73,26973.0,
1186,Q9WV34,Q9WV34,MPP2_MOUSE,Mpp2,MAGUK p55 subfamily member 2,17276.9,48898.6,
1187,Q8K268,Q8K268,ABCF3_MOUSE,Abcf3,ATP-binding cassette sub-family F member 3,26644.3,75262.5,
1188,Q80U63,Q80U63,MFN2_MOUSE,Mfn2,Mitofusin-2,79323.2,223935.0,
1189,B2RQC6,B2RQC6,PYR1_MOUSE,Cad,CAD protein,64161.9,180996.0,
1190,Q7TMB8,Q7TMB8,CYFP1_MOUSE,Cyfip1,Cytoplasmic FMR1-interacting protein 1,22887.8,64552.2,
1191,Q5SXY1,Q5SXY1,CYTSB_MOUSE,Specc1,Cytospin-B,9451.36,26650.3,
1192,Q6PAJ1,Q6PAJ1,BCR_MOUSE,Bcr,Breakpoint cluster region protein,49283.0,138651.0,
1193,Q9DBE8,Q9DBE8,ALG2_MOUSE,Alg2,"Alpha-1,3/1,6-mannosyltransferase ALG2",88384.4,248264.0,
1194,Q8C1B1,Q8C1B1,CAMP2_MOUSE,Camsap2,Calmodulin-regulated spectrin-associated protein 2,9789.46,27476.8,
1195,Q3TUH1,Q3TUH1,TAM41_MOUSE,Tamm41,"Phosphatidate cytidylyltransferase, mitochondrial",34852.7,97587.2,
1196,Q7TMY8,Q7TMY8,HUWE1_MOUSE,Huwe1,E3 ubiquitin-protein ligase HUWE1,23653.0,66190.0,
1197,Q8C1B7,Q8C1B7,SEP11_MOUSE,Septin11,Septin-11,10635.3,29736.1,
1198,Q9JIG4,Q9JIG4,PPR3F_MOUSE,Ppp1r3f,Protein phosphatase 1 regulatory subunit 3F,45933.6,127968.0,
1199,Q60930,Q60930,VDAC2_MOUSE,Vdac2,Voltage-dependent anion-selective channel protein 2,42065.5,116982.0,
1200,Q91W92,Q91W92,BORG5_MOUSE,Cdc42ep1,Cdc42 effector protein 1,10704.9,29736.5,
1201,P97868,P97868,RBBP6_MOUSE,Rbbp6,E3 ubiquitin-protein ligase RBBP6,50538.2,139792.0,
1202,Q9WV55,Q9WV55,VAPA_MOUSE,Vapa,Vesicle-associated membrane protein-associated protein A,34132.3,94344.5,
1203,Q9EQZ7,Q9EQZ7,RIMS2_MOUSE,Rims2,Regulating synaptic membrane exocytosis protein 2,12623.7,34837.2,
1204,P17879;Q61696,P17879;Q61696,HS71A_MOUSE;HS71B_MOUSE,Hspa1a;Hspa1b,Heat shock 70 kDa protein 1B,76241.5,210211.0,
1205,P68404,P20444;P68404,KPCB_MOUSE,Prkcb,Protein kinase C beta type,60396.3,165841.0,
1206,P84086,P84086,CPLX2_MOUSE,Cplx2,Complexin-2,21700.1,59555.6,
1207,Q91VZ6,Q91VZ6,SMAP1_MOUSE,Smap1,Stromal membrane-associated protein 1,67217.3,184318.0,
1208,Q8VDP6,Q8VDP6,CDIPT_MOUSE,Cdipt,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,32268.6,88362.1,
1209,Q5SRX1,Q5SRX1,TM1L2_MOUSE,Tom1l2,TOM1-like protein 2,39659.4,108589.0,
1210,Q8C419,Q8C419,GP158_MOUSE,Gpr158,Probable G-protein coupled receptor 158,62444.1,170951.0,
1211,P08103,P08103,HCK_MOUSE,Hck,Tyrosine-protein kinase HCK,18278.4,50029.8,
1212,Q80TZ3,Q80TZ3,AUXI_MOUSE,Dnajc6,Putative tyrosine-protein phosphatase auxilin,381262.0,1040240.0,
1213,Q5SVL6,Q5SVL6,RPGP2_MOUSE,Rap1gap2,Rap1 GTPase-activating protein 2,44408.4,120843.0,
1214,P08121,P08121,CO3A1_MOUSE,Col3a1,Collagen alpha-1(III) chain,37228.9,101049.0,
1215,Q9DBC0,Q9DBC0,SELO_MOUSE,Selenoo,"Protein adenylyltransferase SelO, mitochondrial",16651.0,45090.9,
1216,Q8BTG7,Q8BTG7,NDRG4_MOUSE,Ndrg4,Protein NDRG4,29754.4,80531.8,
1217,O88685,O88685,PRS6A_MOUSE,Psmc3,26S proteasome regulatory subunit 6A,72322.4,195542.0,
1218,Q8CHH9,Q8CHH9,SEPT8_MOUSE,Septin8,Septin-8,59933.8,161954.0,
1219,O35382,O35382,EXOC4_MOUSE,Exoc4,Exocyst complex component 4,29566.1,79808.8,
1220,Q8K4Q0,Q8K4Q0,RPTOR_MOUSE,Rptor,Regulatory-associated protein of mTOR,49098.1,132429.0,
1221,O35668,O35668,HAP1_MOUSE,Hap1,Huntingtin-associated protein 1,88081.7,237545.0,
1222,Q91WC3,Q91WC3,ACSL6_MOUSE,Acsl6,Long-chain-fatty-acid--CoA ligase 6,37202.7,99833.9,
1223,Q6NTA4;Q80X95,Q6NTA4;Q80X95,RRAGA_MOUSE;RRAGB_MOUSE,Rraga;Rragb,Ras-related GTP-binding protein B,38285.0,102545.0,
1224,Q68EF6,Q68EF6,BEGIN_MOUSE,Begain,Brain-enriched guanylate kinase-associated protein,11693.8,31258.0,
1225,P62746,P62746,RHOB_MOUSE,Rhob,Rho-related GTP-binding protein RhoB,33419.2,89047.0,
1226,Q01853,Q01853,TERA_MOUSE,Vcp,Transitional endoplasmic reticulum ATPase,29349.4,78051.2,
1227,P70392,P70392,RGRF2_MOUSE,Rasgrf2,Ras-specific guanine nucleotide-releasing factor 2,28771.7,76474.0,
1228,Q9CY27,Q9CY27,TECR_MOUSE,Tecr,Very-long-chain enoyl-CoA reductase,55529.9,147325.0,
1229,O88343,O88343,S4A4_MOUSE,Slc4a4,Electrogenic sodium bicarbonate cotransporter 1,18129.8,47934.7,
1230,Q8K126,Q8K126,RF1M_MOUSE,Mtrf1,"Peptide chain release factor 1, mitochondrial",39317.5,103712.0,
1231,Q8BYL4,Q8BYL4,SYYM_MOUSE,Yars2,"Tyrosine--tRNA ligase, mitochondrial",20439.1,53780.2,
1232,Q6IR34,Q6IR34,GPSM1_MOUSE,Gpsm1,G-protein-signaling modulator 1,54973.5,144559.0,
1233,Q5HZI9,Q5HZI9,S2551_MOUSE,Slc25a51,Mitochondrial nicotinamide adenine dinucleotide transporter SLC25A51,26836.4,70566.1,
1234,Q61171,Q61171,PRDX2_MOUSE,Prdx2,Peroxiredoxin-2,42508.0,111582.0,
1235,Q9WUL7,Q9WUL7,ARL3_MOUSE,Arl3,ADP-ribosylation factor-like protein 3,22447.7,58886.1,
1236,Q8CGV2,Q8CGV2,TPH2_MOUSE,Tph2,Tryptophan 5-hydroxylase 2,42843.5,112237.0,
1237,P46735,O88329;P46735,MYO1B_MOUSE,Myo1b,Unconventional myosin-Ib,22164.1,57994.3,
1238,Q6PGG6,Q6PGG6,GNL3L_MOUSE,Gnl3l,Guanine nucleotide-binding protein-like 3-like protein,28983.2,75758.0,
1239,Q9ESN9,Q9ESN9,JIP3_MOUSE,Mapk8ip3,C-Jun-amino-terminal kinase-interacting protein 3,70391.0,183798.0,
1240,O08749,O08749,DLDH_MOUSE,Dld,"Dihydrolipoyl dehydrogenase, mitochondrial",19884.4,51910.4,
1241,Q9JLN9,Q9JLN9,MTOR_MOUSE,Mtor,Serine/threonine-protein kinase mTOR,21399.0,55795.2,
1242,P04627,P04627,ARAF_MOUSE,Araf,Serine/threonine-protein kinase A-Raf,80552.8,209898.0,
1243,Q8C079,Q8C079,STRP1_MOUSE,Strip1,Striatin-interacting protein 1,19821.5,51594.8,
1244,Q3UTH8,Q3UTH8,ARHG9_MOUSE,Arhgef9,Rho guanine nucleotide exchange factor 9,23707.9,61687.9,
1245,Q8K1M6,Q8K1M6,DNM1L_MOUSE,Dnm1l,Dynamin-1-like protein,272112.0,707771.0,
1246,Q8R361,Q8R361,RFIP5_MOUSE,Rab11fip5,Rab11 family-interacting protein 5,41082.6,106643.0,
1247,Q9QVP9,Q9QVP9,FAK2_MOUSE,Ptk2b,Protein-tyrosine kinase 2-beta,56161.5,145739.0,
1248,Q6DFV3,Q6DFV3,RHG21_MOUSE,Arhgap21,Rho GTPase-activating protein 21,17084.9,44290.5,
1249,Q8C5W0,Q8C5W0,CLMN_MOUSE,Clmn,Calmin,20433.1,52915.6,
1250,Q921F4,Q921F4,HNRLL_MOUSE,Hnrnpll,Heterogeneous nuclear ribonucleoprotein L-like,23161.4,59920.5,
1251,Q8BXK8,Q8BXK8,AGAP1_MOUSE,Agap1,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1",35323.6,91243.9,
1252,Q8BHL5,Q8BHL5,ELMO2_MOUSE,Elmo2,Engulfment and cell motility protein 2,19490.8,50192.2,
1253,D3Z7P3,D3Z7P3,GLSK_MOUSE,Gls,"Glutaminase kidney isoform, mitochondrial",85337.1,219389.0,
1254,Q8R307,Q8R307,VPS18_MOUSE,Vps18,Vacuolar protein sorting-associated protein 18 homolog,29769.9,76483.7,
1255,Q69Z98,Q69Z98,BRSK2_MOUSE,Brsk2,Serine/threonine-protein kinase BRSK2,33186.3,85125.9,
1256,P17427,P17427,AP2A2_MOUSE,Ap2a2,AP-2 complex subunit alpha-2,57357.9,147122.0,
1257,Q8CHC4,Q8CHC4,SYNJ1_MOUSE,Synj1,Synaptojanin-1,57162.2,146353.0,
1258,Q923T9,Q923T9,KCC2G_MOUSE,Camk2g,Calcium/calmodulin-dependent protein kinase type II subunit gamma,405698.0,1037260.0,
1259,Q9Z2I8,Q9Z2I8,SUCB2_MOUSE,Suclg2,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial",30820.2,78714.0,
1260,P16388,P16388;P16390;P63141;Q61762,KCNA1_MOUSE,Kcna1,Potassium voltage-gated channel subfamily A member 1,82871.2,211598.0,
1261,Q02357,G5E8K5;Q02357,ANK1_MOUSE,Ank1,Ankyrin-1,33059.7,84282.2,
1262,P55258,P55258,RAB8A_MOUSE,Rab8a,Ras-related protein Rab-8A,12093.3,30724.5,
1263,P70168,P70168,IMB1_MOUSE,Kpnb1,Importin subunit beta-1,32847.6,83398.5,
1264,Q922D8,Q922D8,C1TC_MOUSE,Mthfd1,"C-1-tetrahydrofolate synthase, cytoplasmic",58948.3,149484.0,
1265,Q148V7,Q148V7,RELCH_MOUSE,Relch,RAB11-binding protein RELCH,41934.5,106335.0,
1266,Q8BKC5,Q8BKC5,IPO5_MOUSE,Ipo5,Importin-5,25215.0,63930.6,
1267,Q9D394,Q9D394,RUFY3_MOUSE,Rufy3,Protein RUFY3,201409.0,510474.0,
1268,Q80TK0,Q80TK0,K1107_MOUSE,Kiaa1107,AP2-interacting clathrin-endocytosis protein,7652.52,19382.3,
1269,P20108,P20108,PRDX3_MOUSE,Prdx3,"Thioredoxin-dependent peroxide reductase, mitochondrial",18953.8,47929.1,
1270,O08547,O08547,SC22B_MOUSE,Sec22b,Vesicle-trafficking protein SEC22b,92744.3,234341.0,
1271,Q80XN0,Q80XN0,BDH_MOUSE,Bdh1,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial",344599.0,870154.0,
1272,Q8VD37,Q8VD37,SGIP1_MOUSE,Sgip1,SH3-containing GRB2-like protein 3-interacting protein 1,18579.2,46910.3,
1273,P26049,P26049,GBRA3_MOUSE,Gabra3,Gamma-aminobutyric acid receptor subunit alpha-3,15359.7,38761.7,
1274,Q61730,Q61730,IL1AP_MOUSE,Il1rap,Interleukin-1 receptor accessory protein,23821.0,60114.6,
1275,P62069,P62069,UBP46_MOUSE,Usp46,Ubiquitin carboxyl-terminal hydrolase 46,7898.03,19880.9,
1276,P62814,P62814,VATB2_MOUSE,Atp6v1b2,"V-type proton ATPase subunit B, brain isoform",99214.5,249606.0,
1277,Q5SSM3,Q5SSM3,RHG44_MOUSE,Arhgap44,Rho GTPase-activating protein 44,17203.4,43257.1,
1278,P48320,P48320,DCE2_MOUSE,Gad2,Glutamate decarboxylase 2,49429.9,123755.0,
1279,Q6W8Q3,Q6W8Q3,PC4L1_MOUSE,Pcp4l1,Purkinje cell protein 4-like protein 1,61228.8,153268.0,
1280,P19253,P19253,RL13A_MOUSE,Rpl13a,60S ribosomal protein L13a,25027.2,62625.9,
1281,Q8CIN4,O88643;Q61036;Q8CIN4,PAK2_MOUSE,Pak2,Serine/threonine-protein kinase PAK 2,82366.3,205872.0,
1282,Q9QYG0,Q9QYG0,NDRG2_MOUSE,Ndrg2,Protein NDRG2,26467.8,66144.1,
1283,Q9JIK9,Q9JIK9,RT34_MOUSE,Mrps34,"28S ribosomal protein S34, mitochondrial",17806.8,44476.9,
1284,Q6A065,Q6A065,CE170_MOUSE,Cep170,Centrosomal protein of 170 kDa,31311.6,78190.9,
1285,Q8VHK5,Q8VHK5,MLC1_MOUSE,Mlc1,Membrane protein MLC1,42600.9,106369.0,
1286,Q99MX0,Q99MX0,TKTL1_MOUSE,Tktl1,Transketolase-like protein 1,176348.0,440155.0,
1287,Q8BSF4,Q8BSF4,PISD_MOUSE,Pisd,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",12296.8,30646.2,
1288,Q01065,Q01065,PDE1B_MOUSE,Pde1b,"Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B",8275.97,20546.5,
1289,P70429,P70429,EVL_MOUSE,Evl,Ena/VASP-like protein,27083.5,67207.2,
1290,Q8CFV9,Q8CFV9,RIFK_MOUSE,Rfk,Riboflavin kinase,48330.6,119876.0,
1291,P47757,P47757,CAPZB_MOUSE,Capzb,F-actin-capping protein subunit beta,41905.7,103906.0,
1292,A2AG50,A2AG50,MA7D2_MOUSE,Map7d2,MAP7 domain-containing protein 2,52185.7,129383.0,
1293,Q8VDN2,Q8VDN2,AT1A1_MOUSE,Atp1a1,Sodium/potassium-transporting ATPase subunit alpha-1,186555.0,462407.0,
1294,Q61081,Q61081,CDC37_MOUSE,Cdc37,Hsp90 co-chaperone Cdc37,33772.5,83573.3,
1295,Q9Z1F9,Q9Z1F9,SAE2_MOUSE,Uba2,SUMO-activating enzyme subunit 2,14872.4,36760.7,
1296,Q9CQ48,Q9CQ48,NUDC2_MOUSE,Nudcd2,NudC domain-containing protein 2,29388.4,72632.8,
1297,Q61097,Q61097,KSR1_MOUSE,Ksr1,Kinase suppressor of Ras 1,15335.3,37885.6,
1298,Q3UHI0,Q3UHI0,CCSE2_MOUSE,Ccser2,Serine-rich coiled-coil domain-containing protein 2,5428.18,13409.2,
1299,Q6NXI6,Q6NXI6,RPRD2_MOUSE,Rprd2,Regulation of nuclear pre-mRNA domain-containing protein 2,29486.3,72744.4,
1300,Q922B2,Q922B2,SYDC_MOUSE,Dars1,"Aspartate--tRNA ligase, cytoplasmic",57239.8,140887.0,
1301,Q91VT4,Q91VT4,CBR4_MOUSE,Cbr4,3-oxoacyl-[acyl-carrier-protein] reductase,10663.3,26245.0,
1302,Q8CCN5,Q8CCN5,BCAS3_MOUSE,Bcas3,BCAS3 microtubule associated cell migration factor,52416.7,128906.0,
1303,P42859,P42859,HD_MOUSE,Htt,Huntingtin,36734.2,90252.5,
1304,P56546,P56546,CTBP2_MOUSE,Ctbp2,C-terminal-binding protein 2,14670.8,36012.9,
1305,Q8K3E5,Q8K3E5,AHI1_MOUSE,Ahi1,Jouberin,80367.3,197227.0,
1306,Q6KAR6,Q6KAR6,EXOC3_MOUSE,Exoc3,Exocyst complex component 3,30438.0,74617.6,
1307,Q9D6M3,Q9D6M3,GHC1_MOUSE,Slc25a22,Mitochondrial glutamate carrier 1,641446.0,1571330.0,
1308,P62849,P62849,RS24_MOUSE,Rps24,40S ribosomal protein S24,112981.0,276347.0,
1309,B9EJI9,B9EJI9,T229A_MOUSE,Tmem229a,Transmembrane protein 229A,13186.5,32229.7,
1310,O55125,O55125,NIPS1_MOUSE,Nipsnap1,Protein NipSnap homolog 1,14624.6,35663.5,
1311,Q3UH66,Q3UH66,WNK2_MOUSE,Wnk2,Serine/threonine-protein kinase WNK2,23722.9,57828.8,
1312,Q3TEA8,Q3TEA8,HP1B3_MOUSE,Hp1bp3,Heterochromatin protein 1-binding protein 3,117425.0,286140.0,
1313,Q80U28,Q80U28,MADD_MOUSE,Madd,MAP kinase-activating death domain protein,66268.7,161283.0,
1314,Q62277,Q62277,SYPH_MOUSE,Syp,Synaptophysin,98263.2,238976.0,
1315,P62908,P62908,RS3_MOUSE,Rps3,40S ribosomal protein S3,70803.3,172100.0,
1316,Q3TES0,Q3TES0,IQEC3_MOUSE,Iqsec3,IQ motif and SEC7 domain-containing protein 3,48289.9,117155.0,
1317,Q9Z0E0,Q9Z0E0,NCDN_MOUSE,Ncdn,Neurochondrin,316025.0,766243.0,
1318,Q8R001,Q8R001,MARE2_MOUSE,Mapre2,Microtubule-associated protein RP/EB family member 2,68068.3,164646.0,
1319,Q68FL6,Q68FL6,SYMC_MOUSE,Mars1,"Methionine--tRNA ligase, cytoplasmic",49572.4,119889.0,
1320,A2ASZ8,A2ASZ8,SCMC2_MOUSE,Slc25a25,Calcium-binding mitochondrial carrier protein SCaMC-2,61899.9,149490.0,
1321,Q9D517,Q9D517,PLCC_MOUSE,Agpat3,1-acyl-sn-glycerol-3-phosphate acyltransferase gamma,10714.4,25871.5,
1322,Q8BRT1,Q8BRT1,CLAP2_MOUSE,Clasp2,CLIP-associating protein 2,144954.0,349790.0,
1323,Q9ERG2,Q9ERG2,STRN3_MOUSE,Strn3,Striatin-3,16085.4,38783.3,
1324,Q9R0P5,Q9R0P5,DEST_MOUSE,Dstn,Destrin,54933.0,132421.0,
1325,Q04690,Q04690,NF1_MOUSE,Nf1,Neurofibromin,38741.2,93300.7,
1326,Q8CCJ4,Q8CCJ4,AMER2_MOUSE,Amer2,APC membrane recruitment protein 2,25461.7,61282.9,
1327,O55091,O55091,IMPCT_MOUSE,Impact,Protein IMPACT,75810.4,182394.0,
1328,Q9QY76,Q9QY76,VAPB_MOUSE,Vapb,Vesicle-associated membrane protein-associated protein B,47863.9,115140.0,
1329,B1AWN6,B1AWN6,SCN2A_MOUSE,Scn2a,Sodium channel protein type 2 subunit alpha,16375.9,39342.5,
1330,O54774,O54774,AP3D1_MOUSE,Ap3d1,AP-3 complex subunit delta-1,122128.0,292582.0,
1331,P61922,P61922,GABT_MOUSE,Abat,"4-aminobutyrate aminotransferase, mitochondrial",91142.4,218287.0,
1332,Q8K341,Q8K341,ATAT_MOUSE,Atat1,Alpha-tubulin N-acetyltransferase 1,41061.4,98310.5,
1333,Q9QWY8,Q9QWY8,ASAP1_MOUSE,Asap1,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1",29477.4,70461.0,
1334,Q5SVR0,Q5SVR0,TBC9B_MOUSE,Tbc1d9b,TBC1 domain family member 9B,8333.04,19892.1,
1335,Q9D8B3,Q9D8B3,CHM4B_MOUSE,Chmp4b,Charged multivesicular body protein 4b,30920.2,73780.8,
1336,Q06890,Q06890,CLUS_MOUSE,Clu,Clusterin,31120.2,74154.1,
1337,Q5DTT2,Q5DTT2,PSD1_MOUSE,Psd,PH and SEC7 domain-containing protein 1,17459.0,41546.6,
1338,Q9D071,Q9D071,MMS19_MOUSE,Mms19,MMS19 nucleotide excision repair protein homolog,15417.0,36577.2,
1339,Q80U49,Q80U49,C170B_MOUSE,Cep170b,Centrosomal protein of 170 kDa protein B,42821.1,101551.0,
1340,Q6VNB8,Q6VNB8,WDFY3_MOUSE,Wdfy3,WD repeat and FYVE domain-containing protein 3,44342.7,105039.0,
1341,Q9CRC8,Q9CRC8,LRC40_MOUSE,Lrrc40,Leucine-rich repeat-containing protein 40,38653.5,91396.2,
1342,O70161,O70161,PI51C_MOUSE,Pip5k1c,Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma,68451.6,161685.0,
1343,Q9D2G2,Q9D2G2,ODO2_MOUSE,Dlst,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",14632.0,34533.6,
1344,P59999,P59999,ARPC4_MOUSE,Arpc4,Actin-related protein 2/3 complex subunit 4,9031.26,21313.1,
1345,Q9ERU9,Q9ERU9,RBP2_MOUSE,Ranbp2,E3 SUMO-protein ligase RanBP2,19008.5,44835.0,
1346,O35874,O35874,SATT_MOUSE,Slc1a4,Neutral amino acid transporter A,10458.5,24645.1,
1347,Q641K1,Q641K1,CBPC1_MOUSE,Agtpbp1,Cytosolic carboxypeptidase 1,4352.69,10238.5,
1348,Q91V41,Q91V41,RAB14_MOUSE,Rab14,Ras-related protein Rab-14,14778.9,34761.0,
1349,Q9R1L5,Q9R1L5,MAST1_MOUSE,Mast1,Microtubule-associated serine/threonine-protein kinase 1,24711.3,58107.8,
1350,Q91WD5,Q91WD5,NDUS2_MOUSE,Ndufs2,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",28435.2,66793.5,
1351,Q9DCM2,Q9DCM2,GSTK1_MOUSE,Gstk1,Glutathione S-transferase kappa 1,7553.67,17735.9,
1352,Q8R010,Q8R010,AIMP2_MOUSE,Aimp2,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,19094.3,44811.5,
1353,Q91VK4,Q91VK4,ITM2C_MOUSE,Itm2c,Integral membrane protein 2C,27442.2,64347.2,
1354,Q9CY57,Q9CY57,CHTOP_MOUSE,Chtop,Chromatin target of PRMT1 protein,13676.5,32066.1,
1355,P08752,B2RSH2;P08752;P20612;P50149;Q3V3I2;Q9DC51,GNAI2_MOUSE,Gnai2,Guanine nucleotide-binding protein G(i) subunit alpha-2,144093.0,337755.0,
1356,O70443,O70443,GNAZ_MOUSE,Gnaz,Guanine nucleotide-binding protein G(z) subunit alpha,13111.1,30716.3,
1357,O88447,O88447,KLC1_MOUSE,Klc1,Kinesin light chain 1,18486.8,43290.1,
1358,Q61595,Q61595,KTN1_MOUSE,Ktn1,Kinectin,99511.5,232872.0,
1359,Q3UHL1,Q3UHL1,CAMKV_MOUSE,Camkv,CaM kinase-like vesicle-associated protein,1158660.0,2710510.0,
1360,Q5SUF2,Q5SUF2,LC7L3_MOUSE,Luc7l3,Luc7-like protein 3,14602.8,34134.3,
1361,Q6NS52,Q6NS52,DGKB_MOUSE,Dgkb,Diacylglycerol kinase beta,30074.1,70231.1,
1362,Q80Y17,Q80Y17,L2GL1_MOUSE,Llgl1,Lethal(2) giant larvae protein homolog 1,70605.1,164733.0,
1363,Q8BIW1,Q8BIW1,PRUN1_MOUSE,Prune1,Exopolyphosphatase PRUNE1,28599.3,66707.0,
1364,B0V2N1,B0V2N1,PTPRS_MOUSE,Ptprs,Receptor-type tyrosine-protein phosphatase S,23869.5,55665.6,
1365,P49615,P49615,CDK5_MOUSE,Cdk5,Cyclin-dependent kinase 5,93210.4,217310.0,
1366,Q9EQP2,Q9EQP2,EHD4_MOUSE,Ehd4,EH domain-containing protein 4,30869.1,71955.9,
1367,E9QAT4,E9QAT4,SC16A_MOUSE,Sec16a,Protein transport protein Sec16A,12913.2,30092.9,
1368,Q8CGK3,Q8CGK3,LONM_MOUSE,Lonp1,"Lon protease homolog, mitochondrial",26405.4,61533.3,
1369,Q91V12,Q91V12,BACH_MOUSE,Acot7,Cytosolic acyl coenzyme A thioester hydrolase,35679.3,83130.0,
1370,Q8CIP4,Q8CIP4,MARK4_MOUSE,Mark4,MAP/microtubule affinity-regulating kinase 4,14611.8,33991.8,
1371,Q9CZX0,Q9CZX0,ELP3_MOUSE,Elp3,Elongator complex protein 3,20230.5,47054.1,
1372,Q9D8Y0,Q9D8Y0,EFHD2_MOUSE,Efhd2,EF-hand domain-containing protein D2,37320.8,86747.1,
1373,Q8K0S0,Q8K0S0,PHYIP_MOUSE,Phyhip,Phytanoyl-CoA hydroxylase-interacting protein,66418.7,154324.0,
1374,B2RSH2,B2RSH2,GNAI1_MOUSE,Gnai1,Guanine nucleotide-binding protein G(i) subunit alpha-1,52980.7,123090.0,
1375,Q03173,Q03173,ENAH_MOUSE,Enah,Protein enabled homolog,8073.1,18753.0,
1376,P23927,P23927,CRYAB_MOUSE,Cryab,Alpha-crystallin B chain,72703.4,168407.0,
1377,Q3UDP0,Q3UDP0,WDR41_MOUSE,Wdr41,WD repeat-containing protein 41,23965.9,55453.1,
1378,Q9JLC8,Q9JLC8,SACS_MOUSE,Sacs,Sacsin,25076.8,58002.6,
1379,Q9CQS4,Q9CQS4,S2546_MOUSE,Slc25a46,Mitochondrial outer membrane protein SLC25A46,41230.6,95179.7,
1380,P14602,P14602,HSPB1_MOUSE,Hspb1,Heat shock protein beta-1,9769.11,22544.5,
1381,Q8BMI3,Q8BMI3,GGA3_MOUSE,Gga3,ADP-ribosylation factor-binding protein GGA3,22346.1,51400.8,
1382,P62631,P62631,EF1A2_MOUSE,Eef1a2,Elongation factor 1-alpha 2,143301.0,329612.0,
1383,O70318,O70318,E41L2_MOUSE,Epb41l2,Band 4.1-like protein 2,216458.0,497789.0,
1384,Q3TLI0,Q3TLI0,TPC10_MOUSE,Trappc10,Trafficking protein particle complex subunit 10,49988.8,114811.0,
1385,Q80TJ1,Q80TJ1,CAPS1_MOUSE,Cadps,Calcium-dependent secretion activator 1,105603.0,242493.0,
1386,Q9EPN1,Q9EPN1,NBEA_MOUSE,Nbea,Neurobeachin,46241.3,106045.0,
1387,Q80Y86,Q80Y86,MK15_MOUSE,Mapk15,Mitogen-activated protein kinase 15,53031.7,121521.0,
1388,Q9D898,Q9D898,ARP5L_MOUSE,Arpc5l,Actin-related protein 2/3 complex subunit 5-like protein,20780.5,47611.1,
1389,P10852,P10852,4F2_MOUSE,Slc3a2,4F2 cell-surface antigen heavy chain,83702.5,191754.0,
1390,Q925N0,Q925N0,SFXN5_MOUSE,Sfxn5,Sideroflexin-5,91530.6,208999.0,
1391,Q9R0Q6,Q9R0Q6,ARC1A_MOUSE,Arpc1a,Actin-related protein 2/3 complex subunit 1A,40697.7,92785.1,
1392,P68040,P68040,RACK1_MOUSE,Rack1,Receptor of activated protein C kinase 1,21109.7,48087.2,
1393,Q7M6Y3,Q7M6Y3,PICAL_MOUSE,Picalm,Phosphatidylinositol-binding clathrin assembly protein,25985.0,59138.4,
1394,A2AN08,A2AN08,UBR4_MOUSE,Ubr4,E3 ubiquitin-protein ligase UBR4,40616.8,92430.5,
1395,Q99LE6,Q99LE6,ABCF2_MOUSE,Abcf2,ATP-binding cassette sub-family F member 2,29968.1,68174.8,
1396,Q64436,Q64436,ATP4A_MOUSE,Atp4a,Potassium-transporting ATPase alpha chain 1,89901.3,204430.0,
1397,Q68FF6,Q68FF6,GIT1_MOUSE,Git1,ARF GTPase-activating protein GIT1,111771.0,254045.0,
